"SKU","Title","Product ID","Variant ID","Specifications","Images"
"2145","Florence - Light Gray Wool","prod_01JQ0KW79DKJGJN4WV6GFY9T8D","variant_01JQ0KW7APZ1EG048YQGYM4W6E","SKU: 2145
Material: Danish cashmere wool
Max Load: 363 kg
Fabric SKU: FAB0003
Seat Depth: 53 cm
Seat Height: 43 cm
Base Material: Polished #304 grade stainless steel
Armrest Height: 60 cm
Product Weight: 104 kg
Seat Thickness: 11 cm
Number of Seats: 3
Frame Construction: Cushions are supported with a spring base and wooden frame
Product Dimensions: H81 cm x W229 cm x D176 cm
Cushion Information: Multi-layer medium density foam
Packaging Dimensions: Carton 1: 182 cm x 91 cm x 66 cm, Carton 2: 182 cm x 91 cm x 66 cm
Assembly Requirements: Some assembly required
No. of Shipping Cartons: 2","https://cdn.shopify.com/s/files/1/2589/1828/files/2145-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2145-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2145-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2145-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2145-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2145-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2145-12.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_2145_4.jpg"
"5894","Florence - Burgundy Luxe Velvet","prod_01JQ0KW79DKJGJN4WV6GFY9T8D","variant_01JQ0KW7AQ2B5D8SGWV9BAAMH1","SKU: 5894
Material: Luxe velvet
Fabric SKU: FAB0051
Seat Depth: 53 cm
Seat Height: 43 cm
Base Material: Polished #304 grade stainless steel
Armrest Height: 60 cm
Product Weight: 106 kg
Seat Thickness: 11 cm
Number of Seats: 3
Product Dimensions: H81 cm x W229 cm x D176 cm
Cushion Information: Multi-layer medium density foam
Packaging Dimensions: Carton 1: 182 cm x 91 cm x 66 cm, Carton 2: 182 cm x 91 cm x 66 cm
Assembly Requirements: Some assembly required
No. of Shipping Cartons: 2","https://cdn.shopify.com/s/files/1/2589/1828/files/5894-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5894-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5894-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5894-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5894-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5894-11.jpg"
"5900","Florence - Vintage Black Vegan Leather","prod_01JQ0KW79DKJGJN4WV6GFY9T8D","variant_01JQ0KW7AQ42K9XRC45RZHBR9H","SKU: 5900
Material: Vegan leather
Fabric SKU: FAB0120
Seat Depth: 53 cm
Seat Height: 43 cm
Base Material: Polished #304 grade stainless steel
Armrest Height: 60 cm
Product Weight: 107 kg
Seat Thickness: 11 cm
Number of Seats: 3
Product Dimensions: H81 cm x W229 cm x D176 cm
Cushion Information: Multi-layer medium density foam
Packaging Dimensions: Carton 1: 182 cm x 91 cm x 66 cm, Carton 2: 182 cm x 91 cm x 66 cm
Assembly Requirements: Some assembly required
No. of Shipping Cartons: 2","https://cdn.shopify.com/s/files/1/2589/1828/files/5900-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5900-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5900-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5900-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5900-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5900-11.jpg"
"5897","Florence - Snow White Wool","prod_01JQ0KW79DKJGJN4WV6GFY9T8D","variant_01JQ0KW7AQBCBTF1YVV2PW8B2E","SKU: 5897
Seat Depth: 53 cm
Seat Height: 43 cm
Base Material: Polished #304 grade stainless steel
Armrest Height: 60 cm
Product Weight: 106 kg
Seat Thickness: 11 cm
Number of Seats: 3
Product Dimensions: H81 cm x W229 cm x D176 cm
Cushion Information: Multi-layer medium density foam
Packaging Dimensions: Carton 1: 182 cm x 91 cm x 66 cm, Carton 2: 182 cm x 91 cm x 66 cm
Assembly Requirements: Some assembly required
No. of Shipping Cartons: 2","https://cdn.shopify.com/s/files/1/2589/1828/files/5897-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5897-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5897-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5897-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5897-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/5897-11.jpg"
"1994","Breton - Breton - Breton Lounge Chair, White Boucle","prod_01JQ0KW8C0WNMT0901B1S0B21X","variant_01JQ0KW8CSDH7P76MWTZM56V2Y","SKU: 1994
Material: White Boucle Wool
Seat Depth: 70 cm
Seat Width: 58 cm
Seat Height: 44 cm
Weight Limit: 136 kg
Base Material: Walnut stained solid ash wood
Product Weight: 40 kg
Product Dimensions: W130 cm x D104 cm x H70 cm
Packaging Dimensions: (40 kg ): 140 cm x 114 cm x 90 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1994-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1994-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1994-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1994-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1994-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1994-11.jpg"
"1993","Breton - Breton - Breton Three Seater Sofa, White Boucle","prod_01JQ0KW9DKC7GNCCZKK8RPNVZJ","variant_01JQ0KW9E75JQQ03ACSRPRP3XT","SKU: 1993
Material: White boucle wool
Seat Depth: 70 cm
Seat Width: 185 cm
Seat Height: 44 cm
Base Material: Solid ash with walnut stain
Armrest Height: 70 cm
Product Weight: 100 kg
Number of Seats: 3
Product Dimensions: W260 cm x D104 cm x H70 cm
Packaging Dimensions: (100 kg) 270 cm x 110 cm x 90 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1993-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1993-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1993-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1993-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1993-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1993-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1993-12.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_1993.jpg"
"1977","Gianni - Gianni - Gianni Side Table, White Marble","prod_01JQ0KWADK7SD4737Y6A3BND3B","variant_01JQ0KWAEPPA8D6860767QRZTV","SKU: 1977
Base Material: Powder coated steel
Product Weight: 20 kg
Tabletop Height: 45 cm
Material Details: White marble
Product Dimensions: W40 cm x D40 cm x H45 cm
Packaging Dimensions: (  20 kg ): 48 cm x 48 cm x 52 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1977-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1977-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1977-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1977-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1977-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1977-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1977-12.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_1977.jpg"
"2222","Mya - Mya - Mya Side Table, Green Marble","prod_01JQ0KWBDW7F1GXF9G2HS5CZ53","variant_01JQ0KWBED59GRSE40JMSNW5TK","SKU: 2222
Material: Polished verde marble
Product Weight: 113 kg
Product Dimensions: W35 cm x D35 cm x H45 cm
Packaging Dimensions: 46 cm x 46 cm x 59 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/2222-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2222-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2222-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2222-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2222-11.jpg"
"2147","Papa Bear - Papa Bear - Papa Bear Ottoman, Light Gray Wool and Walnut","prod_01JQ0KWCGG4G95KBGE2D82DXW5","variant_01JQ0KWCHMR6HKY7PRT5FZBPSN","SKU: 2147
Material: Danish cashmere wool
Fabric SKU: FAB0003
Base Material: Oiled walnut
Product Weight: 5 kg
Seat Thickness: 4 cm
Product Dimensions: W66 cm x D40 cm x H43 cm
Packaging Dimensions: 71 cm x 42 cm x 48 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/2147-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2147-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2147-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2147-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2147-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2147-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2147-12.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_2147.jpg"
"1999","Zig Zag - Zig Zag - Zig Zag Chair, Walnut","prod_01JQ0KWDGM0DZC0Q711MJCBC8M","variant_01JQ0KWDHQVRKHGBMZNY5KFMBA","SKU: 1999
Material: Solid walnut wood
Seat Depth: 38 cm
Seat Width: 36 cm
Seat Height: 46 cm
Weight Limit: 150 kg
Product Weight: 20 kg
Product Dimensions: W37 cm x D44 cm x H79 cm
Packaging Dimensions: (20 kg ): 40 cm x 47 cm x 81 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1999-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1999-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1999-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1999-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1999-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1999-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2048-12_40c75b2c-4ec6-4313-8517-0b29e52411ac.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_2048_0cd712c7-5b60-45fc-acab-2a800cdb6fb8.jpg"
"1996","DS 707 - DS 707 - DS 707 Lounge Chair, Black Vegan Leather","prod_01JQ0KWEK7JGM01P7FX0TRYV3S","variant_01JQ0KWEMBE6QNA3H1WW6MCEF8","SKU: 1996
Material: Black vegan leather
Seat Depth: 55 cm
Seat Width: 48 cm
Seat Height: 48 cm
Weight Limit: 150 kg
Base Material: Solid wood legs
Armrest Height: 79 cm
Product Weight: 35 kg
Product Dimensions: W100 cm x H85 cm x D80 cm
Packaging Dimensions: (35 kg ): 110 cm x 90 cm x 90 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1996-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1996-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1996-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1996-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1996-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1996-11.jpg"
"4044","Sky - Cinnamon Velvet","prod_01JQ0KWQ8R6AB2XD105W1A5VW0","variant_01JQ0KWQ9Z8FQ9DFQGRQNJTCV6","SKU: 4044
Material: Lustrous velvet
Fabric SKU: FAB0136
Seat Depth: 63 cm
Seat Width: 89 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 84 kg
Seat Thickness: 15 cm
Number of Seats: 2
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W 218 cm x H105 cm x D64 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Covers are removable
Packaging Dimensions: 225 cm x 111 cm x 71 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/4044-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4044-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4044-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4044-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4044-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4044-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4044-11.jpg"
"4045","Sky - Coffee Brushed Weave","prod_01JQ0KWQ8R6AB2XD105W1A5VW0","variant_01JQ0KWQ9ZEZN3Q9C65WRAP55G","SKU: 4045
Material: Brushed woven fabric
Fabric SKU: FAB0058
Seat Depth: 63 cm
Seat Width: 89 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 84 kg
Seat Thickness: 15 cm
Number of Seats: 2
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W 218 cm x H105 cm x D64 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Covers are removable
Packaging Dimensions: 225 cm x 111 cm x 71 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/4045-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4045-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4045-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4045-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4045-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4045-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4045-11.jpg"
"4046","Sky - Dove Linen","prod_01JQ0KWQ8R6AB2XD105W1A5VW0","variant_01JQ0KWQ9ZG605W61ZT3KYM635","SKU: 4046
Material: Light gray linen
Fabric SKU: FAB0063
Seat Depth: 63 cm
Seat Width: 89 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 84 kg
Seat Thickness: 15 cm
Number of Seats: 2
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W 218 cm x H105 cm x D64 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Covers are removable
Packaging Dimensions: 225 cm x 111 cm x 71 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/4046-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4046-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4046-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4046-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4046-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4046-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4046-11.jpg"
"4043","Sky - Beige Linen","prod_01JQ0KWQ8R6AB2XD105W1A5VW0","variant_01JQ0KWQ9ZKFZX3Y45HN4C89RA","SKU: 4043
Material: Beige linen
Fabric SKU: FAB0045
Seat Depth: 63 cm
Seat Width: 89 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 84 kg
Seat Thickness: 15 cm
Number of Seats: 2
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W 218 cm x H105 cm x D64 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Covers are removable
Packaging Dimensions: 225 cm x 111 cm x 71 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/4043-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4043-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4043-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4043-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4043-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4043-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4043-11.jpg"
"4047","Sky - Oatmeal Brushed Weave","prod_01JQ0KWQ8R6AB2XD105W1A5VW0","variant_01JQ0KWQ9ZPA6CY2G2N1YA2S77","SKU: 4047
Material: Woven fabric
Fabric SKU: FAB0081
Seat Depth: 63 cm
Seat Width: 89 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 84 kg
Seat Thickness: 15 cm
Number of Seats: 2
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W 218 cm x H105 cm x D64 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Covers are removable
Packaging Dimensions: 225 cm x 111 cm x 71 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/4047-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4047-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4047-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4047-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4047-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4047-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4047-11.jpg"
"4049","Sky - Prussian Blue Luxe Velvet","prod_01JQ0KWQ8R6AB2XD105W1A5VW0","variant_01JQ0KWQA01CKYWZKZJDMVKBDH","SKU: 4049
Material: Lustrous velvet
Fabric SKU: FAB0085
Seat Depth: 63 cm
Seat Width: 89 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 84 kg
Seat Thickness: 15 cm
Number of Seats: 2
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W 218 cm x H105 cm x D64 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Covers are removable
Packaging Dimensions: 225 cm x 111 cm x 71 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/4049-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4049-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4049-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4049-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4049-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4049-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4049-11.jpg"
"4050","Sky - Soft Gray Brushed Weave","prod_01JQ0KWQ8R6AB2XD105W1A5VW0","variant_01JQ0KWQA06EFJZVV4P1JB0AV5","SKU: 4050
Material: Brushed woven fabric
Fabric SKU: FAB0091
Seat Depth: 63 cm
Seat Width: 89 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 84 kg
Seat Thickness: 15 cm
Number of Seats: 2
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W 218 cm x H105 cm x D64 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Covers are removable
Packaging Dimensions: 225 cm x 111 cm x 71 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/4050-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4050-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4050-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4050-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4050-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4050-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4050-11.jpg"
"4048","Sky - Old Gold Velvet","prod_01JQ0KWQ8R6AB2XD105W1A5VW0","variant_01JQ0KWQA0GD9FCZ46CWR5WXVQ","SKU: 4048
Material: Lustrous velvet
Fabric SKU: FAB0083
Seat Depth: 63 cm
Seat Width: 89 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 84 kg
Seat Thickness: 15 cm
Number of Seats: 2
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W 218 cm x H105 cm x D64 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Covers are removable
Packaging Dimensions: 225 cm x 111 cm x 71 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/4048-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4048-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4048-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4048-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4048-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4048-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4048-11.jpg"
"4051","Sky - Spruce Luxe Velvet","prod_01JQ0KWQ8R6AB2XD105W1A5VW0","variant_01JQ0KWQA0HGHDQBYMDWPG5M93","SKU: 4051
Material: Lustrous velvet
Fabric SKU: FAB0093
Seat Depth: 63 cm
Seat Width: 89 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 84 kg
Seat Thickness: 15 cm
Number of Seats: 2
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W 218 cm x H105 cm x D64 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Covers are removable
Packaging Dimensions: 225 cm x 111 cm x 71 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/4051-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4051-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4051-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4051-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4051-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4051-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4051-11.jpg"
"2157","Sky - White Linen","prod_01JQ0KWQ8R6AB2XD105W1A5VW0","variant_01JQ0KWQA0VG54Y6F1JKZN9X9V","SKU: 2157
Material: White linen
Fabric SKU: FAB0113
Seat Depth: 63 cm
Seat Width: 89 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 84 kg
Seat Thickness: 15 cm
Number of Seats: 2
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W 218 cm x H105 cm x D64 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Covers are removable
Packaging Dimensions: 225 cm x 111 cm x 71 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/2157-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2157-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2157-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2157-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2157-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2157-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2157-11.jpg"
"4052","Sky - Tan Vegan Leather","prod_01JQ0KWQ8R6AB2XD105W1A5VW0","variant_01JQ0KWQA0VHMABJGVCAZJTES7","SKU: 4052
Material: Vegan leather
Fabric SKU: FAB0094
Seat Depth: 63 cm
Seat Width: 89 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 84 kg
Seat Thickness: 15 cm
Number of Seats: 2
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W 218 cm x H105 cm x D64 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Covers are removable
Packaging Dimensions: 225 cm x 111 cm x 71 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/4052-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4052-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4052-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4052-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4052-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4052-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/4052-11.jpg"
"3929","Sky - Beige Linen","prod_01JQ0KWZXMJS1WA97003PJ46TN","variant_01JQ0KWZYXE0F7FJHKG3Z7FNJN","SKU: 3929
Material: Beige linen
Fabric SKU: FAB0045
Seat Depth: 63 cm
Seat Width: 80 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 45 kg
Seat Thickness: 15 cm
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W120 cm x H102 cm x D80 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Back cushions/pillows made from 30/70 feather-polyfiber blend with feather-wrapped core fill; Covers are removable
Packaging Dimensions: 124 cm x 106 cm x 84 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/3929-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3929-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3929-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3929-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3929-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3929-11.jpg"
"3930","Sky - Cinnamon Velvet","prod_01JQ0KWZXMJS1WA97003PJ46TN","variant_01JQ0KWZYXEKXEJH7YPVN2KA5G","SKU: 3930
Material: Lustrous velvet
Fabric SKU: FAB0136
Seat Depth: 63 cm
Seat Width: 80 cm
Seat Height: 48 cm
Armrest Height: 62 cm
Product Weight: 45 kg
Seat Thickness: 15 cm
Frame Construction: Naturally rot-resistant Merbau wood; no chemical treatment
Product Dimensions: W120 cm x H102 cm x D80 cm
Cushion Information: Seat cushions made from feather-wrapped mixed density foam core fill; Back cushions/pillows made from 30/70 feather-polyfiber blend with feather-wrapped core fill; Covers are removable
Packaging Dimensions: 124 cm x 106 cm x 84 cm
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/3930-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3930-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3930-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3930-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3930-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3930-11.jpg"
